id,llave,proveedor,pedido,requisicion,lote,clave,descripcion,marca,unidad,cantidad,precio,tipo,cause,controlado
793,P-16-0003|disur|53,disur,P-16-0003,301,53,060.125.2901,BOLSA DE HULE NATURAL O SINTÉTICO DE TEXTURA BLANDA O FLEXIBLE CON TAPÓN PARA: AGUA CALIENTE (CAPACIDAD 1750 A 2000 ML). ,"EDIGAR, S.A. DE C.V.",PIEZA ,1,149.88,2,0,0
794,P-16-0003|disur|54,disur,P-16-0003,301,54,060.125.1960,BOLSA DE PAPEL GRADO MEDICO MIXTA CON POROSIDAD CONTROLADA. HIDROFUGO. PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y PELICULA PLASTICA TRANSPARENTE. TERMOSOLDABLE. MEDIDAS 20 X 42 CM ENVASE CON 1000 PIEZAS.,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,2417.53,2,0,0
795,P-16-0003|disur|55,disur,P-16-0003,301,55,060.125.1945,BOLSA DE PAPEL GRADO MEDICO MIXTA CON POROSIDAD CONTROLADA. HIDROFUGO. PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y PELICULA PLASTICA TRANSPARENTE. TERMOSOLDABLE. MEDIDAS 30 X 51 CM ENVASE CON 500 PIEZAS.,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 500 PIEZAS.,1,2195.42,2,0,0
796,P-16-0003|disur|56,disur,P-16-0003,301,56,060.125.1929,BOLSA DE PAPEL GRADO MEDICO MIXTA CON POROSIDAD CONTROLADA. HIDROFUGO. PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y PELICULA PLASTICA TRANSPARENTE. TERMOSOLDABLE. MEDIDAS 40 X 58 CM ENVASE CON 250 PIEZAS.,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 250 PIEZAS.,1,1767.56,2,0,0
797,P-16-0003|disur|57,disur,P-16-0003,301,57,060.125.2695,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 14 X 33 X 4.5 CM (CON CARTERA INTEGRADA DE 25 X 30 CM) ENVASE CON 1000 PIEZAS.,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,2610.03,2,0,0
798,P-16-0003|disur|58,disur,P-16-0003,301,58,060.125.2877,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 18 X 33 X 6 CM ENVASE CON 1000 PIEZAS,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,1734.13,2,0,0
799,P-16-0003|disur|59,disur,P-16-0003,301,59,060.125.2836,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 25 X 38 X 8 CM ENVASE CON 500 PIEZAS,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 500 PIEZAS.,1,2782.96,2,0,0
800,P-16-0003|disur|60,disur,P-16-0003,301,60,060.125.2844,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 32 X 62 X 12 CM ENVASE CON 250 PIEZAS,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 250 PIEZAS.,1,1640.16,2,0,0
801,P-16-0003|disur|61,disur,P-16-0003,301,61,060.125.2760,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUÍMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 6 X 18 X 3 CM ENVASE CON 1000 PIEZAS,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,550.14,2,0,0
802,P-16-0003|disur|62,disur,P-16-0003,301,62,060.125.2711,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 7.5 X 48 X 4 CM ENVASE CON 1000 PIEZAS.,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,1372.49,2,0,0
803,P-16-0003|disur|63,disur,P-16-0003,301,63,060.125.2679,BOLSA DE PAPEL GRADO MÉDICO. PARA ESTERILIZAR CON GAS O VAPOR. CON O SIN TRATAMIENTO ANTIBACTERIANO; CON REACTIVO QUÍMICO IMPRESO Y SISTEMA DE APERTURA. MEDIDAS: 12.0 X 26.0 X 4.0 CM.,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,907.4,2,0,0
804,P-16-0003|disur|64,disur,P-16-0003,301,64,060.125.2653,BOLSA DE PAPEL GRADO MÉDICO. PARA ESTERILIZAR CON GAS O VAPOR. CON O SIN TRATAMIENTO ANTIBACTERIANO; CON REACTIVO QUÍMICO IMPRESO Y SISTEMA DE APERTURA. MEDIDAS: 7.5 X 23.0 X 4.0 CM. ,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,637.83,2,0,0
805,P-16-0003|disur|65,disur,P-16-0003,301,65,060.125.3778,"BOLSA ESTÉRIL Y DESECHABLE DE CLORURO DE POLIVINILO, PARA RECOLECCIÓN DE MUESTRA DE LÍQUIDO DIALIZADO, CAPACIDAD DE 150 ML. CONTIENE: UN SITIO ELASTICO CON PROTECTOR, TUBO DE 4.33 MM DE DIAMETRO INTERNO, 5.97 MM DE DIAMETRO EXTERNO Y 300 MM DE LONGITUD, PINZA OBTURADORA, ADAPTADOR DE CIERRE TIPO LUER MACHO Y PROTECTOR. ESTERIL Y DESECHABLE. PIEZA.","INDUSTRIAS PLASTICAS MEDICAS, S.A. DE C.V.",PIEZA,1,232.53,2,0,0
806,P-16-0003|disur|66,disur,P-16-0003,301,66,060.125.0038,"BOLSA PARA ALIMENTACION PARENTERAL PEDIATRICA DE 500 ML. ESTERIL, DE ETIVINIL ACETATO, CON BURETA DE 150 ML. GRADUADA PARA LLENADO DE LA BOLSA EN VOLUMENES PRECISOS CON CAPSULA DE INYECCION PARA MEDICAMENTOS, CON CONEXIÓN LUER LOCK PARA EL SISTEMA DE LLENADO","INDUSTRIAS PLASTICAS MEDICAS, S.A. DE C.V.",PIEZA,1,113.93,2,0,0
807,P-16-0003|disur|67,disur,P-16-0003,301,67,060.125.3925,"BOLSA PARA ALIMENTACIÓN PARENTERAL, NEONATAL, DE 250 ML, ESTÉRIL, DE ETILVINIL ACETATO, CON ESCALA DE MEDICIÓN CADA 50 ML, SISTEMA DE LLENADO, SITIO DE INYECCIÓN, SISTEMA OBTURADOR Y ASA PARA COLGAR. PIEZA.","INDUSTRIAS PLASTICAS MEDICAS, S.A. DE C.V.",PIEZA,1,82.01,2,0,0
808,P-16-0003|disur|68,disur,P-16-0003,301,68,060.125.0236,BOLSA PARA ENEMA CAP. 1500 ML. CON TUBO TRASPORTADOR DE 5.0 A 6.0 MM DE DIAMETRO INTERNO 128 CM DE LONG. Y DISPOSITIVO OBTURADOR DE PLASTICO PARA CONTROL DE FLUJO. EL EXTREMO PROXIMAL DEBE TENER LA PUNTA ROMA SIN FILOS. UN ORIFICIO LATERAL CERCANO A LA PUNTA,"INDUSTRIAS PLASTICAS MEDICAS, S.A. DE C.V.",PIEZA,1,31.63,2,0,0
809,P-16-0003|disur|69,disur,P-16-0003,301,69,060.125.2828,BOLSA PARA ESTERILIZACIÓN CON GAS O VAPOR. MEDIDAS: 9.0 X 12.5 X 5.0 CM. ,"ESPECIALISTAS EN ESTERILIZACION Y ENVASE, S.A. DE C.V.",ENVASE CON 1000 PIEZAS.,1,516.34,2,0,0
810,P-16-0003|disur|70,disur,P-16-0003,301,70,060.125.0590,"BOLSA PARA ILEOSTOMIA O COLOSTOMIA. EQUIPO COMPUESTO DE: CUATRO BOLSAS DE PLASTICO, GRADO MEDICO, SUAVE, TRANSPARENTE, A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 30 X 15 CM. ABIERTA EN SU PARTE MAS ANGOSTA, CON CUELLO DE 6 A 9 CM. DE ANCHO Y DE LARGO","DIBICO, S.A. DE C.V.",PIEZA,1,246.8,2,0,0
811,P-16-0003|disur|71,disur,P-16-0003,301,71,060.125.0582,"BOLSA PARA ILEOSTOMÍA O COLOSTOMÍA. TAMAÑO ADULTO. AUTOADHERIBLE, DE PLÁSTICO GRADO MÉDICO, SUAVE, TRANSPARENTE, A PRUEBA DE OLOR, DRENABLE, EN FORMA DE BOTELLA DE 30 X 15 CM ABIERTA EN SU PARTE MÁS ANGOSTA, CON CUELLO DE 6 A 9 CM DE ANCHO Y 3.0 A 6.2 CM DE LARGO, CON PINZA DE SEGURIDAD O MECANISMO DE CIERRE, CON PROTECTOR DE PIEL INTEGRADO A BASE DE CARBOXIMETILCELULOSA SÓDICA, CON ADHESIVO, CON GUÍA RECORTABLE QUE PERMITA ABRIR ORIFICIO PARA EL ESTOMA A DIFERENTES MEDIDAS QUE VAN DE 25 A 60 MM, LA CARA INTERNA DEBERÁ TENER UN PROTECTOR QUE EVITE LA IRRITACIÓN DE LA PIEL.","DIBICO, S.A. DE C.V.",PIEZA.,1,38.7,2,0,0
812,P-16-0003|disur|72,disur,P-16-0003,301,72,060.125.3776,BOLSA PARA ILEOSTOMÌA O COLOSTOMÌA. TAMAÑO INFANTIL. AUTOADHERIBLE DE PLASTICO GRADO MÈDICO SUAVE TRANSPARENTE A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 23 X 13 CM ABIERTA EN SU PARTE MÀS ANGOSTA CON CUELLO ANCHO 5 A 6 CM Y 3 A 5 CM. ,"INDUSTRIAS PLASTICAS MEDICAS, S.A. DE C.V.",PIEZA,1,55.08,2,0,0
813,P-16-0003|disur|73,disur,P-16-0003,301,73,060.125.3917,BOLSA PARA ILEOSTOMÌA O COLOSTOMÌA. TAMAÑO NEONATAL. AUTOADHERIBLE DE PLÀSTICO GRADO MPEDICO SUAVE TRANSPARENTE A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 21.5 X 8.6 CM. CON PINZA DE SEGURIDAD MECANISMO DE CIERRE CON PROTECTOR DE PIEL INTEGRADO ,"DIBICO, S.A. DE C.V.",PIEZA,1,47.84,2,0,0
814,P-16-0003|disur|74,disur,P-16-0003,301,74,060.125.3602,"BOLSA PARA NUTRICION ENTERAL, ESTERIL CON EQUIPO INTEGRADO PARA BOMBA, CAPACIDAD DE 1000 ML. PIEZA.","PLASTICOS Y MATERIAS PRIMAS, S.A. DE C.V.",PIEZA.,1,268.15,2,0,0
815,P-16-0003|disur|75,disur,P-16-0003,301,75,060.125.1879,"BOLSA PARA RECOLECION DE ORINA. RECTANGULAR, ELABORADA A BASE DE CLORURO DE POLIVINILO CON GRADUACIONES CADA 100 ML Y LECTURA CADA 200 ML. SISTEMA CERRADO. CAPACIDAD: 2000 ML. PIEZA.","TROKAR, S.A. DE C.V.",PIEZA.,1,23.16,2,0,0
816,P-16-0003|disur|76,disur,P-16-0003,301,76,060.125.0244,"BOLSA PARA UROCULTIVO NIÑA ESTERIL, DE PLASTICO GRADO MEDICO, FORMA RECTANGULAR CON CAPACIDAD DE 50 ML Y ESCALA DE 10, 20, 30 Y 50 ML CON ORIFICIO EN FORMA DE PERA 2.5 CM EN SU LADO MAS ANCHO Y 1 CM EN EL MAS ANGOSTO AREA ADHESIVA DE 45 Y 60 MM. PIEZA.","INDUSTRIAS PLASTICAS MEDICAS, S.A. DE C.V.",PIEZA.,1,3.47,2,0,0
817,P-16-0003|disur|77,disur,P-16-0003,301,77,060.125.3982,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : 'RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS' Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 25X35 CM. PIEZA","A-1, S.A. DE C.V.",PIEZA,1,2.73,2,0,0
818,P-16-0003|disur|78,disur,P-16-0003,301,78,060.125.3990,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : 'RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS' Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 30X70 CM. PIEZA","A-1, S.A. DE C.V.",PIEZA,1,3.59,2,0,0
819,P-16-0003|disur|79,disur,P-16-0003,301,79,060.125.4006,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : 'RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS' Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 50X65 CM. PIEZA","A-1, S.A. DE C.V.",PIEZA,1,6.35,2,0,0
820,P-16-0003|disur|80,disur,P-16-0003,301,80,060.125.3982,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLÚCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA: “RESIDUOS PELIGROSOS BIOLÓGICO-INFECCIOSOS” Y CON EL SÍMBOLO UNIVERSAL DE: RIESGO BIOLÓGICO. CALIBRE MÍNIMO 300. TAMAÑO DE: 25 X 35 CM","A-1, S.A. DE C.V.",PIEZA,1,2.73,2,0,0
821,P-16-0003|disur|81,disur,P-16-0003,301,81,060.125.3933,"BOLSAS DE POLIETILENO COLOR ROJO TRASLÚCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA: “RESIDUOS PELIGROSOS BIOLÓGICO-INFECCIOSOS” Y CON EL SÍMBOLO UNIVERSAL DE: RIESGO BIOLÓGICO. CALIBRE MÍNIMO 200. TAMAÑO DE: 25 X 35 CM","A-1, S.A. DE C.V.",PIEZA,1,2.73,2,0,0
822,P-16-0003|disur|82,disur,P-16-0003,301,82,060.125.3230,"BOLSAS PARA USO GENERAL, DE POLETILENO. MEDIDAS 60X80 ENVASE 100 PIEZAS",FABRIVEN,ENVASE 100 PIEZAS,1,313.26,2,0,0
823,P-16-0003|disur|83,disur,P-16-0003,301,83,060.125.2505,"BOLSAS PARA USO GENERAL, DE POLIETILENO. MEDIDAS 30X20 ENVASE 100 PIEZAS",FABRIVEN,ENVASE 100 PIEZAS,1,85.43,2,0,0
824,P-16-0003|disur|84,disur,P-16-0003,301,84,060.130.0015,BOTAS PARA USO EN QUIROFANO DESECHABLE. ENVASE CON 25 PARES.,"DEGASA, S.A. DE C.V.",ENVASE CON 25 PARES.,1,94.92,2,0,0
825,P-16-0003|disur|85,disur,P-16-0003,301,85,060.132.0054,BRAZALETE PARA IDENTIFICACIÓN DE PLASTICO. ADULTO. PIEZA.,"BLAKE INDUSTRIAS PLASTICAS, S.A. DE C.V.", PIEZA.,1,0.65,2,0,0
826,P-16-0003|disur|86,disur,P-16-0003,301,86,060.132.0203,BRAZALETE PARA IDENTIFICACIÓN DE PLASTICO. INFANTIL. PIEZA.,"BLAKE INDUSTRIAS PLASTICAS, S.A. DE C.V.", PIEZA.,1,0.65,2,0,0
827,P-16-0003|disur|87,disur,P-16-0003,301,87,060.157.0104,CAL SODADA CON INDICADOR LATA 5 KG ENVASE,W GRACE,LATA DE 5 KG.,1,2697.81,2,0,0
828,P-16-0003|disur|88,disur,P-16-0003,301,88,S/C,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE. NO. 0. TAMAÑO PREMATUROS. PIEZA.",TELEFLEX MEDICAL,PIEZA,1,597.98,2,0,0
829,P-16-0003|disur|89,disur,P-16-0003,301,89,S/C,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE. NO. 00. TAMAÑO PREMATUROS. PIEZA.",TELEFLEX MEDICAL,PIEZA,1,597.98,2,0,0
830,P-16-0003|disur|90,disur,P-16-0003,301,90,S/C,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE. NO. 1. TAMAÑO NEONATAL. PIEZA.",TELEFLEX MEDICAL,PIEZA,1,597.98,2,0,0
831,P-16-0003|disur|91,disur,P-16-0003,301,91,S/C,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE. NO. 2. TAMAÑO INFANTIL. PIEZA.",TELEFLEX MEDICAL,PIEZA,1,597.98,2,0,0
832,P-16-0003|disur|92,disur,P-16-0003,301,92,S/C,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE. NO. 3. TAMAÑO INFANTIL. PIEZA.",TELEFLEX MEDICAL,PIEZA,1,597.98,2,0,0
833,P-16-0003|disur|93,disur,P-16-0003,301,93,060.167.0680,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO. 6. LONG. 110 MM. PIEZA.,"TROKAR, S.A. DE C.V.",PIEZA.,1,18.11,2,0,0
834,P-16-0003|disur|94,disur,P-16-0003,301,94,060.167.0458,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.0 LONG. 50 MM. PIEZA,"TROKAR, S.A. DE C.V.", PIEZA,1,15.72,2,0,0
835,P-16-0003|disur|95,disur,P-16-0003,301,95,060.167.3304,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.00. LONG. 40 MM. PIEZA.,"TROKAR, S.A. DE C.V.",PIEZA.,1,15.72,2,0,0
836,P-16-0003|disur|96,disur,P-16-0003,301,96,060.167.3312,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.1. LONG. 60 MM. PIEZA.,"TROKAR, S.A. DE C.V.",PIEZA.,1,15.72,2,0,0
837,P-16-0003|disur|97,disur,P-16-0003,301,97,060.167.0466,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.2. LONG. 70 MM. PIEZA.,"TROKAR, S.A. DE C.V.",PIEZA.,1,15.72,2,0,0
838,P-16-0003|disur|98,disur,P-16-0003,301,98,060.167.3320,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.3. LONG 80 MM. PIEZA.,"TROKAR, S.A. DE C.V.",PIEZA.,1,15.72,2,0,0
839,P-16-0003|disur|99,disur,P-16-0003,301,99,060.167.0482,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.4. LONG. 90 MM. PIEZA.,"TROKAR, S.A. DE C.V.",PIEZA.,1,15.72,2,0,0
840,P-16-0003|disur|100,disur,P-16-0003,301,100,060.167.3346,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.5. LONG 100 MM. PIEZA,"TROKAR, S.A. DE C.V.",PIEZA,1,18.11,2,0,0
841,P-16-0003|disur|101,disur,P-16-0003,301,101,S/C,"CANULA PARA TRAQUEOSTOMIA ADULTO DE PVC SIN GLOBO, RADIOPACO, CON ENDOCANULA. PLACA DE RETENCION CON ANILLO ROSCADO PARA LA FIJACION DE LA ENDOCANULA Y GUIA DE INSERCION. ESTERIL Y DESECHABLE. DIAMETRO INTERNO 6.5 MM. PIEZA.","MMJ, S.A. DE C.V.",PIEZA,1,1059.27,2,0,0
842,P-16-0003|disur|102,disur,P-16-0003,301,102,060.168.8237,"CANULA PARA TRAQUEOSTOMIA ADULTO DE PVC SIN GLOBO, RADIOPACO, CON ENDOCANULA. PLACA DE RETENCION CON ANILLO ROSCADO PARA LA FIJACION DE LA ENDOCANULA Y GUIA DE INSERCION. ESTERIL Y DESECHABLE. DIAMETRO INTERNO 7.0 MM ± 0.2 MM DIAMETRO EXTERNO 9.6 MM ± 0.5 MM LONGITUD 70 MM ± 5 MM. PIEZA.","MMJ, S.A. DE C.V.",PIEZA,1,1740.74,2,0,0
843,P-16-0003|disur|103,disur,P-16-0003,301,103,060.168.8245,"CANULA PARA TRAQUEOSTOMIA ADULTO DE PVC SIN GLOBO, RADIOPACO, CON ENDOCANULA. PLACA DE RETENCION CON ANILLO ROSCADO PARA LA FIJACION DE LA ENDOCANULA Y GUIA DE INSERCION. ESTERIL Y DESECHABLE. DIAMETRO INTERNO 8.0 MM ± 0.2 MM DIAMETRO EXTERNO 11.3 MM ± 0.5 MM LONGITUD 74 MM ± 5 MM. PIEZA.","MMJ, S.A. DE C.V.",PIEZA,1,1661.62,2,0,0
844,P-16-0003|disur|104,disur,P-16-0003,301,104,060.167.0805,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 3. PIEZA.","HOSPIINNOVA, S.A. DE C.V.",PIEZA.,1,375.87,2,0,0
845,P-16-0003|disur|105,disur,P-16-0003,301,105,060.167.0821,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 4. PIEZA.","HOSPIINNOVA, S.A. DE C.V.",PIEZA.,1,375.87,2,0,0
846,P-16-0003|disur|106,disur,P-16-0003,301,106,060.167.0847,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 5. PIEZA.","HOSPIINNOVA, S.A. DE C.V.",PIEZA.,1,375.87,2,0,0
847,P-16-0003|disur|107,disur,P-16-0003,301,107,060.167.0862,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 6. PIEZA.","HOSPIINNOVA, S.A. DE C.V.",PIEZA.,1,375.87,2,0,0
848,P-16-0003|disur|108,disur,P-16-0003,301,108,060.167.0888,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 7. PIEZA.","HOSPIINNOVA, S.A. DE C.V.", PIEZA.,1,375.87,2,0,0
849,P-16-0003|disur|109,disur,P-16-0003,301,109,060.167.0904,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE 8. PIEZA.","HOSPIINNOVA, S.A. DE C.V.",PIEZA.,1,375.87,2,0,0
850,P-16-0003|disur|110,disur,P-16-0003,301,110,060.623.0019,CAPSULAS CON PERDIGON METALICO PARA AMALGAMADOR ELECTRICO. ,VOR DENT,PIEZA.,1,8.73,2,0,0
851,P-16-0003|disur|111,disur,P-16-0003,301,111,060.167.2884,"CATETER EPIDURAL CON ADAPTADOR GUÍA, ESTÉRIL, ESECHABLE, CALIBRE 18 O 19 G, DE MATERIAL PLÁSTICO FLEXIBLE, RADIOPACO, RESISTENTE A ACODADURAS CON MARCAS INDELEBLES CM A CM, INICIANDO A PARTIR DE 4.8 A 5.5 CM, DEL PRIMER ORIFICIO PROXIMAL HASTA 20 CM","EQUIPOS MEDICOS VIZCARRA, S.A.",PIEZA,1,17.84,2,0,0
852,P-16-0003|disur|112,disur,P-16-0003,301,112,060.166.2836,"CATETER PARA ANESTESIA EPIDURAL. DE PLÁSTICO TRANSPARENTE, ESTÉRIL. CON ACOTACIONES A 11 Y 16 CM. CON ADAPTADOR PARA PIVOTE METÁLICO DE JERINGA. LONGITUD. 85 CM. CALIBRE. 22 G. PIEZA","EQUIPOS MEDICOS VIZCARRA, S.A.",PIEZA,1,16.15,2,0,0
853,P-16-0003|disur|113,disur,P-16-0003,301,113,060.167.6661,"CATETER PARA CATETERISMO VENOSO CENTRAL, CALIBRE 7 FR X 20 CM DE LONGITUD DE POLIURETANO O SILICÓN, CON PUNTA FLEXIBLE, RADIOPACO, CON TRES LÚMENES INTERNOS, DISTAL CALIBRE 16 G, MEDIO CALIBRE 18 G Y PROXIMAL CALIBRE 18 G. DISPOSITIVO DE FIJACIÓN AJUSTABLE CON MÍNIMO DOS CÁPSULAS DE INYECCIÓN Y EQUIPO DE COLOCACIÓN, QUE CONTIENE: JERINGA CON CAPACIDAD MÍNIMA DE 5 CC. AGUJA CALIBRE 17 G, O 18 G, DE 6.35 CM A 7.20 CM DE LONGITUD. GUÍA DE ALAMBRE DE 45 CM A 70 CM DE PUNTA FLEXIBLE EN “J” CONTENIDA EN FUNDA DE PLÁSTICO CON DISPENSADOR, DILATADOR VASCULAR Y SISTEMA PARA EVITAR EXTRAVASACIÓN DE SANGRE. ESTÉRIL Y DESECHABLE. PIEZA",B BRAUN MELSUNGEN AG,PIEZA,1,615.06,2,0,0
854,P-16-0003|disur|114,disur,P-16-0003,301,114,060.167.0789,"CATETER PARA CATETERISMO VENOSO CENTRAL, RADIOPACO ESTERIL Y DESECHABLE, DE POLIURETANO, QUE PERMITA RETIRAR LA AGUJA Y EL MANDRIL UNA VEZ INSTALADO, LONG. DE 60 A 70 CMS. CALIBRE 16 G. CON AGUJA DE 3.5 A 6.5 CM. DE LARGO DE PARED DELGADA CAL., 14 G.","EQUIPOS MEDICOS VIZCARRA, S.A.",PIEZA,1,87.74,2,0,0
